"Population by Educational Attainment","Number"
"Beginners",""
"Female","466"
"Male","565"
"Graduate and Equivalent",""
"Female","63"
"Male","169"
"Intermediate and Equivalent",""
"Female","314"
"Male","459"
"Level not Stated",""
"Female","35"
"Male","33"
"Lower Secondary (Class 6-8)",""
"Female","3048"
"Male","3334"
"Non Formal Education",""
"Female","318"
"Male","256"
"Others",""
"Female","13"
"Male","22"
"Post Graduate Equivalent and Above",""
"Female","16"
"Male","68"
"Primary Education (1-5 Class)",""
"Female","6021"
"Male","6174"
"Secondary Level (Class 9-10)",""
"Female","1160"
"Male","1580"
"SLC and Equivalent",""
"Female","422"
"Male","500"
