"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","181"
"Male","134"
"Bangali",""
"Female","22"
"Male","18"
"Brahman - Hill",""
"Female","2091"
"Male","1871"
"Chhetri",""
"Female","7248"
"Male","6420"
"Dalit Others",""
"Female","351"
"Male","313"
"Damai/Dholi",""
"Female","1131"
"Male","912"
"Dhanuk",""
"Female","7"
"Male","8"
"Foreigner",""
"Female","9"
"Male","10"
"Gharti/Bhujel",""
"Female","5"
"Male","7"
"Gurung",""
"Female","378"
"Male","314"
"Kami",""
"Female","4836"
"Male","4139"
"Kumal",""
"Female","73"
"Male","61"
"Limbu",""
"Female","30"
"Male","28"
"Lohar",""
"Female","285"
"Male","271"
"Magar",""
"Female","1909"
"Male","1581"
"Newar",""
"Female","78"
"Male","58"
"Others",""
"Female","31"
"Male","25"
"Rai",""
"Female","22"
"Male","16"
"Sanyasi/Dasnami",""
"Female","424"
"Male","313"
"Sarki",""
"Female","403"
"Male","310"
"Sunuwar",""
"Female","6"
"Male","5"
"Tamang",""
"Female","11"
"Male","7"
"Terai Others",""
"Female","24"
"Male","22"
"Thakuri",""
"Female","1544"
"Male","1266"
"Thami",""
"Female","17"
"Male","15"
"Tharu",""
"Female","7"
"Male","6"
