"Population by disability type","Number"
"Blind/low vision",""
"Female","8258"
"Male","8857"
"","17115"
"Deaf/hard of hearing",""
"Female","3566"
"Male","3995"
"","7561"
"Deaf-Blind",""
"Female","591"
"Male","764"
"","1355"
"Intellectual disable",""
"Female","780"
"Male","1137"
"","1917"
"Mental disable",""
"Female","1927"
"Male","3058"
"","4985"
"Multiple disable",""
"Female","2237"
"Male","2660"
"","4897"
"No disability",""
"Female","2654825"
"Male","2665180"
"","5320005"
"Physical",""
"Female","9659"
"Male","15057"
"","24716"
"Speech problem",""
"Female","3428"
"Male","5370"
"","8798"
