"Population by Educational Attainment","Number"
"Beginners",""
"Female","275"
"Male","350"
"","625"
"Graduate and Equivalent",""
"Female","27"
"Male","61"
"","88"
"Intermediate and Equivalent",""
"Female","70"
"Male","184"
"","254"
"Level not Stated",""
"Female","26"
"Male","23"
"","49"
"Lower Secondary (Class 6-8)",""
"Female","1076"
"Male","1985"
"","3061"
"Non Formal Education",""
"Female","221"
"Male","204"
"","425"
"Others",""
"Female","86"
"Male","74"
"","160"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","4"
"","8"
"Primary Education (1-5 Class)",""
"Female","3621"
"Male","5029"
"","8650"
"Secondary Level (Class 9-10)",""
"Female","390"
"Male","950"
"","1340"
"SLC and Equivalent",""
"Female","236"
"Male","365"
"","601"
