"Population by Educational Attainment","Number"
"Beginners",""
"Female","112"
"Male","135"
"Graduate and Equivalent",""
"Female","38"
"Male","57"
"Intermediate and Equivalent",""
"Female","231"
"Male","274"
"Level not Stated",""
"Female","46"
"Male","37"
"Lower Secondary (Class 6-8)",""
"Female","1375"
"Male","1489"
"Non Formal Education",""
"Female","426"
"Male","455"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","27"
"Primary Education (1-5 Class)",""
"Female","2438"
"Male","2867"
"Secondary Level (Class 9-10)",""
"Female","608"
"Male","707"
"SLC and Equivalent",""
"Female","375"
"Male","447"
