"Population by Single Year of Age","Number"
"0",""
"Female","147"
"Male","162"
"1",""
"Female","170"
"Male","170"
"10",""
"Female","294"
"Male","301"
"11",""
"Female","230"
"Male","260"
"12",""
"Female","319"
"Male","325"
"13",""
"Female","294"
"Male","319"
"14",""
"Female","329"
"Male","271"
"15",""
"Female","300"
"Male","288"
"16",""
"Female","297"
"Male","271"
"17",""
"Female","262"
"Male","254"
"18",""
"Female","316"
"Male","249"
"19",""
"Female","191"
"Male","147"
"2",""
"Female","171"
"Male","166"
"20",""
"Female","240"
"Male","165"
"21",""
"Female","192"
"Male","113"
"22",""
"Female","210"
"Male","141"
"23",""
"Female","154"
"Male","96"
"24",""
"Female","175"
"Male","107"
"25",""
"Female","226"
"Male","122"
"26",""
"Female","142"
"Male","108"
"27",""
"Female","144"
"Male","88"
"28",""
"Female","169"
"Male","126"
"29",""
"Female","93"
"Male","67"
"3",""
"Female","171"
"Male","174"
"30",""
"Female","207"
"Male","139"
"31",""
"Female","65"
"Male","60"
"32",""
"Female","138"
"Male","93"
"33",""
"Female","80"
"Male","54"
"34",""
"Female","78"
"Male","46"
"35",""
"Female","215"
"Male","138"
"36",""
"Female","122"
"Male","57"
"37",""
"Female","87"
"Male","57"
"38",""
"Female","133"
"Male","72"
"39",""
"Female","71"
"Male","60"
"4",""
"Female","194"
"Male","210"
"40",""
"Female","263"
"Male","186"
"41",""
"Female","88"
"Male","66"
"42",""
"Female","104"
"Male","100"
"43",""
"Female","71"
"Male","57"
"44",""
"Female","69"
"Male","48"
"45",""
"Female","158"
"Male","149"
"46",""
"Female","82"
"Male","75"
"47",""
"Female","82"
"Male","51"
"48",""
"Female","109"
"Male","95"
"49",""
"Female","53"
"Male","54"
"5",""
"Female","207"
"Male","227"
"50",""
"Female","185"
"Male","156"
"51",""
"Female","53"
"Male","59"
"52",""
"Female","95"
"Male","97"
"53",""
"Female","58"
"Male","50"
"54",""
"Female","59"
"Male","51"
"55",""
"Female","99"
"Male","96"
"56",""
"Female","74"
"Male","56"
"57",""
"Female","51"
"Male","68"
"58",""
"Female","88"
"Male","71"
"59",""
"Female","48"
"Male","50"
"6",""
"Female","205"
"Male","204"
"60",""
"Female","163"
"Male","153"
"61",""
"Female","43"
"Male","51"
"62",""
"Female","65"
"Male","56"
"63",""
"Female","53"
"Male","36"
"64",""
"Female","54"
"Male","31"
"65",""
"Female","102"
"Male","74"
"66",""
"Female","39"
"Male","32"
"67",""
"Female","42"
"Male","55"
"68",""
"Female","47"
"Male","48"
"69",""
"Female","22"
"Male","28"
"7",""
"Female","217"
"Male","218"
"70",""
"Female","117"
"Male","93"
"71",""
"Female","34"
"Male","20"
"72",""
"Female","38"
"Male","47"
"73",""
"Female","36"
"Male","32"
"74",""
"Female","29"
"Male","22"
"75",""
"Female","58"
"Male","50"
"76",""
"Female","22"
"Male","19"
"77",""
"Female","35"
"Male","22"
"78",""
"Female","43"
"Male","33"
"79",""
"Female","11"
"Male","17"
"8",""
"Female","217"
"Male","256"
"80",""
"Female","42"
"Male","41"
"81",""
"Female","9"
"Male","15"
"82",""
"Female","15"
"Male","19"
"83",""
"Female","19"
"Male","12"
"84",""
"Female","13"
"Male","14"
"85",""
"Female","35"
"Male","52"
"9",""
"Female","227"
"Male","212"
