"Population by disability type","Number"
"Blind/low vision",""
"Female","157"
"Male","135"
"","292"
"Deaf/hard of hearing",""
"Female","164"
"Male","181"
"","345"
"Deaf-Blind",""
"Female","21"
"Male","17"
"","38"
"Intellectual disable",""
"Female","9"
"Male","10"
"","19"
"Mental disable",""
"Female","22"
"Male","10"
"","32"
"Multiple disable",""
"Female","85"
"Male","65"
"","150"
"No disability",""
"Female","17664"
"Male","16863"
"","34527"
"Physical",""
"Female","237"
"Male","310"
"","547"
"Speech problem",""
"Female","88"
"Male","90"
"","178"
