"Population by disability type","Number"
"Blind/low vision",""
"Female","36"
"Male","30"
"","66"
"Deaf/hard of hearing",""
"Female","28"
"Male","31"
"","59"
"Deaf-Blind",""
"Female","3"
"Male","2"
"","5"
"Intellectual disable",""
"Female","1"
"Male","3"
"","4"
"Mental disable",""
"Female","32"
"Male","20"
"","52"
"Multiple disable",""
"Female","13"
"Male","20"
"","33"
"No disability",""
"Female","8090"
"Male","7575"
"","15665"
"Physical",""
"Female","60"
"Male","88"
"","148"
"Speech problem",""
"Female","12"
"Male","21"
"","33"
