"Population by Educational Attainment","Number"
"Beginners",""
"Female","5218"
"Male","5447"
"Graduate and Equivalent",""
"Female","167"
"Male","885"
"Intermediate and Equivalent",""
"Female","969"
"Male","2325"
"Level not Stated",""
"Female","142"
"Male","156"
"Lower Secondary (Class 6-8)",""
"Female","7239"
"Male","10711"
"Non Formal Education",""
"Female","2161"
"Male","1310"
"Others",""
"Female","46"
"Male","52"
"Post Graduate Equivalent and Above",""
"Female","31"
"Male","311"
"Primary Education (1-5 Class)",""
"Female","24726"
"Male","29736"
"Secondary Level (Class 9-10)",""
"Female","3137"
"Male","5211"
"SLC and Equivalent",""
"Female","1990"
"Male","3579"
