"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","1664"
"Male","1280"
"Bangali",""
"Female","51"
"Male","35"
"Bhote",""
"Female","49"
"Male","39"
"Brahman - Hill",""
"Female","8841"
"Male","7516"
"Brahman - Tarai",""
"Female","30"
"Male","33"
"Chamar/ Harijan/ Ram",""
"Female","19"
"Male","17"
"Chhetri",""
"Female","66043"
"Male","53368"
"Dalit Others",""
"Female","4153"
"Male","3116"
"Damai/Dholi",""
"Female","5295"
"Male","4271"
"Dura",""
"Female","6"
"Male","7"
"Dusadh/ Pasawan/ Pasi",""
"Female","7"
"Male","7"
"Gharti/Bhujel",""
"Female","1"
"Male","10"
"Gurung",""
"Female","114"
"Male","105"
"Hajam/Thakur",""
"Female","11"
"Male","24"
"Halwai",""
"Female","9"
"Male","10"
"Kami",""
"Female","14220"
"Male","11210"
"Kathabaniyan",""
"Female","7"
"Male","5"
"Kumal",""
"Female","212"
"Male","164"
"Limbu",""
"Female","20"
"Male","21"
"Lohar",""
"Female","1354"
"Male","992"
"Magar",""
"Female","3509"
"Male","3547"
"Majhi",""
"Female","74"
"Male","42"
"Musalman",""
"Female","44"
"Male","60"
"Newar",""
"Female","556"
"Male","524"
"Others",""
"Female","191"
"Male","210"
"Rai",""
"Female","34"
"Male","40"
"Sanyasi/Dasnami",""
"Female","537"
"Male","439"
"Sarki",""
"Female","2676"
"Male","2192"
"Sudhi",""
"Female","7"
"Male","6"
"Tamang",""
"Female","113"
"Male","121"
"Terai Others",""
"Female","180"
"Male","123"
"Thakuri",""
"Female","3997"
"Male","3335"
"Tharu",""
"Female","60"
"Male","94"
"Yadav",""
"Female","8"
"Male","15"
