"Population by Caste Ethinicity","Number"
"Badi",""
"Female","237"
"Male","184"
"","421"
"Bote",""
"Female","54"
"Male","38"
"","92"
"Brahman - Hill",""
"Female","3120"
"Male","2288"
"","5408"
"Chhetri",""
"Female","6819"
"Male","4846"
"","11665"
"Dalit Others",""
"Female","31"
"Male","21"
"","52"
"Damai/Dholi",""
"Female","851"
"Male","684"
"","1535"
"Darai",""
"Female","8"
"Male","10"
"","18"
"Dura",""
"Female","32"
"Male","33"
"","65"
"Gaine",""
"Female","95"
"Male","102"
"","197"
"Ghale",""
"Female","56"
"Male","47"
"","103"
"Gharti/Bhujel",""
"Female","613"
"Male","474"
"","1087"
"Gurung",""
"Female","2944"
"Male","2277"
"","5221"
"Hajam/Thakur",""
"Female","12"
"Male","13"
"","25"
"Kamar",""
"Female","20"
"Male","17"
"","37"
"Kami",""
"Female","1632"
"Male","1290"
"","2922"
"Kayastha",""
"Female","9"
"Male","4"
"","13"
"Khawas",""
"Female","10"
"Male","6"
"","16"
"Koiri/Kushwaha",""
"Female","6"
"Male","6"
"","12"
"Kumal",""
"Female","745"
"Male","558"
"","1303"
"Kurmi",""
"Female","20"
"Male","14"
"","34"
"Magar",""
"Female","1745"
"Male","1302"
"","3047"
"Majhi",""
"Female","53"
"Male","65"
"","118"
"Mallaha",""
"Female","0"
"Male","13"
"","13"
"Musalman",""
"Female","684"
"Male","510"
"","1194"
"Newar",""
"Female","2656"
"Male","2073"
"","4729"
"Others",""
"Female","36"
"Male","37"
"","73"
"Rai",""
"Female","44"
"Male","32"
"","76"
"Sanyasi/Dasnami",""
"Female","67"
"Male","52"
"","119"
"Sarki",""
"Female","1769"
"Male","1225"
"","2994"
"Sonar",""
"Female","4"
"Male","8"
"","12"
"Tamang",""
"Female","1489"
"Male","1227"
"","2716"
"Teli",""
"Female","3"
"Male","9"
"","12"
"Terai Others",""
"Female","12"
"Male","6"
"","18"
"Thakuri",""
"Female","202"
"Male","152"
"","354"
"Tharu",""
"Female","5"
"Male","7"
"","12"
"Undefined Others",""
"Female","5"
"Male","9"
"","14"
"Yadav",""
"Female","43"
"Male","22"
"","65"
