"Population by Educational Attainment","Number"
"Beginners",""
"Female","247"
"Male","247"
"","494"
"Graduate and Equivalent",""
"Female","12"
"Male","56"
"","68"
"Intermediate and Equivalent",""
"Female","96"
"Male","219"
"","315"
"Level not Stated",""
"Female","14"
"Male","11"
"","25"
"Lower Secondary (Class 6-8)",""
"Female","669"
"Male","928"
"","1597"
"Non Formal Education",""
"Female","64"
"Male","53"
"","117"
"Others",""
"Female","4"
"Male","0"
"","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","4"
"","4"
"Primary Education (1-5 Class)",""
"Female","1938"
"Male","2363"
"","4301"
"Secondary Level (Class 9-10)",""
"Female","287"
"Male","532"
"","819"
"SLC and Equivalent",""
"Female","116"
"Male","241"
"","357"
