"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","14"
"Male","15"
"","29"
"Badi",""
"Female","87"
"Male","108"
"","195"
"Bangali",""
"Female","85"
"Male","101"
"","186"
"Bantar/Sardar",""
"Female","3836"
"Male","3983"
"","7819"
"Baraee",""
"Female","51"
"Male","49"
"","100"
"Bin",""
"Female","12"
"Male","21"
"","33"
"Brahman - Hill",""
"Female","646"
"Male","635"
"","1281"
"Brahman - Tarai",""
"Female","37"
"Male","46"
"","83"
"Chamar/ Harijan/ Ram",""
"Female","247"
"Male","242"
"","489"
"Chhetri",""
"Female","678"
"Male","617"
"","1295"
"Dalit Others",""
"Female","234"
"Male","266"
"","500"
"Damai/Dholi",""
"Female","16"
"Male","17"
"","33"
"Danuwar",""
"Female","16"
"Male","10"
"","26"
"Dhanuk",""
"Female","196"
"Male","219"
"","415"
"Dhobi",""
"Female","15"
"Male","14"
"","29"
"Dom",""
"Female","71"
"Male","86"
"","157"
"Dusadh/ Pasawan/ Pasi",""
"Female","360"
"Male","373"
"","733"
"Foreigner",""
"Female","15"
"Male","10"
"","25"
"Gangai",""
"Female","412"
"Male","466"
"","878"
"Gharti/Bhujel",""
"Female","7"
"Male","12"
"","19"
"Gurung",""
"Female","18"
"Male","19"
"","37"
"Hajam/Thakur",""
"Female","171"
"Male","199"
"","370"
"Halwai",""
"Female","201"
"Male","259"
"","460"
"Jhangad/ Dhagar",""
"Female","430"
"Male","432"
"","862"
"Kalwar",""
"Female","43"
"Male","57"
"","100"
"Kami",""
"Female","124"
"Male","116"
"","240"
"Kathabaniyan",""
"Female","380"
"Male","415"
"","795"
"Kayastha",""
"Female","42"
"Male","43"
"","85"
"Kewat",""
"Female","973"
"Male","1032"
"","2005"
"Khawas",""
"Female","56"
"Male","57"
"","113"
"Koiri/Kushwaha",""
"Female","366"
"Male","408"
"","774"
"Kumhar",""
"Female","30"
"Male","27"
"","57"
"Kurmi",""
"Female","27"
"Male","33"
"","60"
"Limbu",""
"Female","23"
"Male","16"
"","39"
"Lohar",""
"Female","16"
"Male","23"
"","39"
"Magar",""
"Female","89"
"Male","89"
"","178"
"Majhi",""
"Female","42"
"Male","49"
"","91"
"Mallaha",""
"Female","403"
"Male","458"
"","861"
"Marwadi",""
"Female","269"
"Male","245"
"","514"
"Munda",""
"Female","345"
"Male","352"
"","697"
"Musahar",""
"Female","1067"
"Male","1075"
"","2142"
"Musalman",""
"Female","1412"
"Male","1408"
"","2820"
"Newar",""
"Female","239"
"Male","233"
"","472"
"Nuniya",""
"Female","10"
"Male","20"
"","30"
"Others",""
"Female","45"
"Male","42"
"","87"
"Rai",""
"Female","137"
"Male","133"
"","270"
"Rajbansi",""
"Female","2634"
"Male","2743"
"","5377"
"Rajbhar",""
"Female","44"
"Male","34"
"","78"
"Rajdhob",""
"Female","29"
"Male","38"
"","67"
"Rajput",""
"Female","58"
"Male","49"
"","107"
"Sanyasi/Dasnami",""
"Female","34"
"Male","33"
"","67"
"Sarbaria",""
"Female","14"
"Male","7"
"","21"
"Sarki",""
"Female","17"
"Male","15"
"","32"
"Satar/ Santhal",""
"Female","360"
"Male","366"
"","726"
"Sonar",""
"Female","304"
"Male","336"
"","640"
"Sudhi",""
"Female","35"
"Male","49"
"","84"
"Sunuwar",""
"Female","7"
"Male","9"
"","16"
"Tamang",""
"Female","88"
"Male","86"
"","174"
"Tatma/Tatwa",""
"Female","34"
"Male","31"
"","65"
"Teli",""
"Female","158"
"Male","158"
"","316"
"Terai Others",""
"Female","312"
"Male","334"
"","646"
"Thakuri",""
"Female","17"
"Male","21"
"","38"
"Tharu",""
"Female","1058"
"Male","928"
"","1986"
"Undefined Others",""
"Female","40"
"Male","46"
"","86"
"Yadav",""
"Female","340"
"Male","386"
"","726"
