"Population by Mother tongue","Number"
"Angika",""
"Female","237"
"Male","278"
"","515"
"Bangla",""
"Female","49"
"Male","69"
"","118"
"Bhojpuri",""
"Female","110"
"Male","110"
"","220"
"Bhujel",""
"Female","45"
"Male","48"
"","93"
"Hindi",""
"Female","127"
"Male","147"
"","274"
"Khariya",""
"Female","56"
"Male","54"
"","110"
"Limbu",""
"Female","9"
"Male","6"
"","15"
"Magahi",""
"Female","223"
"Male","238"
"","461"
"Magar",""
"Female","31"
"Male","31"
"","62"
"Maithili",""
"Female","8453"
"Male","8989"
"","17442"
"Nepali",""
"Female","4901"
"Male","4898"
"","9799"
"Newar",""
"Female","47"
"Male","51"
"","98"
"Not Reported",""
"Female","77"
"Male","75"
"","152"
"Others",""
"Female","43"
"Male","37"
"","80"
"Rai",""
"Female","63"
"Male","64"
"","127"
"Rajbanshi",""
"Female","2576"
"Male","2689"
"","5265"
"Rajsthani",""
"Female","44"
"Male","39"
"","83"
"Santhali",""
"Female","520"
"Male","531"
"","1051"
"Sunuwar",""
"Female","7"
"Male","9"
"","16"
"Tamang",""
"Female","71"
"Male","59"
"","130"
"Tharu",""
"Female","1023"
"Male","894"
"","1917"
"Uranw/Urau",""
"Female","366"
"Male","372"
"","738"
"Urdu",""
"Female","498"
"Male","511"
"","1009"
