"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","12"
"Male","8"
"Bangali",""
"Female","5"
"Male","8"
"Brahman - Hill",""
"Female","1030"
"Male","889"
"Chepang /Praja",""
"Female","5"
"Male","9"
"Chhetri",""
"Female","1141"
"Male","968"
"Dalit Others",""
"Female","133"
"Male","118"
"Damai/Dholi",""
"Female","200"
"Male","148"
"Gaine",""
"Female","9"
"Male","8"
"Ghale",""
"Female","13"
"Male","6"
"Gharti/Bhujel",""
"Female","411"
"Male","362"
"Gurung",""
"Female","3203"
"Male","2409"
"Kami",""
"Female","698"
"Male","597"
"Kumal",""
"Female","35"
"Male","27"
"Magar",""
"Female","1995"
"Male","1727"
"Musalman",""
"Female","58"
"Male","66"
"Newar",""
"Female","1033"
"Male","844"
"Others",""
"Female","33"
"Male","52"
"Rai",""
"Female","19"
"Male","21"
"Sanyasi/Dasnami",""
"Female","128"
"Male","119"
"Sarki",""
"Female","624"
"Male","502"
"Tamang",""
"Female","69"
"Male","64"
"Teli",""
"Female","4"
"Male","10"
"Thakali",""
"Female","8"
"Male","4"
"Thakuri",""
"Female","73"
"Male","55"
"Tharu",""
"Female","23"
"Male","19"
"Yadav",""
"Female","3"
"Male","8"
