"Population by Educational Attainment","Number"
"Beginners",""
"Female","157"
"Male","185"
"Graduate and Equivalent",""
"Female","42"
"Male","111"
"Intermediate and Equivalent",""
"Female","236"
"Male","279"
"Level not Stated",""
"Female","13"
"Male","16"
"Lower Secondary (Class 6-8)",""
"Female","1665"
"Male","1513"
"Non Formal Education",""
"Female","546"
"Male","446"
"Others",""
"Female","5"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","2843"
"Male","2886"
"Secondary Level (Class 9-10)",""
"Female","685"
"Male","695"
"SLC and Equivalent",""
"Female","541"
"Male","656"
