"Population by disability type","Number"
"Blind/low vision",""
"Female","16"
"Male","21"
"","37"
"Deaf/hard of hearing",""
"Female","22"
"Male","21"
"","43"
"Deaf-Blind",""
"Female","1"
"Male","1"
"","2"
"Intellectual disable",""
"Female","2"
"Male","0"
"","2"
"Mental disable",""
"Female","7"
"Male","1"
"","8"
"Multiple disable",""
"Female","6"
"Male","4"
"","10"
"No disability",""
"Female","5873"
"Male","4554"
"","10427"
"Physical",""
"Female","44"
"Male","64"
"","108"
"Speech problem",""
"Female","11"
"Male","11"
"","22"
