"Population by Educational Attainment","Number"
"Beginners",""
"Female","381"
"Male","423"
"Graduate and Equivalent",""
"Female","4"
"Male","28"
"Intermediate and Equivalent",""
"Female","18"
"Male","133"
"Level not Stated",""
"Female","19"
"Male","19"
"Lower Secondary (Class 6-8)",""
"Female","694"
"Male","1253"
"Non Formal Education",""
"Female","173"
"Male","111"
"Others",""
"Female","3"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","3108"
"Male","4294"
"Secondary Level (Class 9-10)",""
"Female","250"
"Male","492"
"SLC and Equivalent",""
"Female","85"
"Male","252"
