"Population by Single Year of Age","Number"
"0",""
"Female","275"
"Male","275"
"1",""
"Female","275"
"Male","232"
"10",""
"Female","334"
"Male","392"
"11",""
"Female","314"
"Male","312"
"12",""
"Female","337"
"Male","385"
"13",""
"Female","310"
"Male","307"
"14",""
"Female","301"
"Male","306"
"15",""
"Female","273"
"Male","281"
"16",""
"Female","247"
"Male","258"
"17",""
"Female","203"
"Male","257"
"18",""
"Female","291"
"Male","288"
"19",""
"Female","176"
"Male","190"
"2",""
"Female","289"
"Male","328"
"20",""
"Female","255"
"Male","199"
"21",""
"Female","164"
"Male","143"
"22",""
"Female","231"
"Male","193"
"23",""
"Female","147"
"Male","122"
"24",""
"Female","163"
"Male","163"
"25",""
"Female","249"
"Male","193"
"26",""
"Female","171"
"Male","124"
"27",""
"Female","128"
"Male","138"
"28",""
"Female","181"
"Male","169"
"29",""
"Female","78"
"Male","94"
"3",""
"Female","341"
"Male","341"
"30",""
"Female","262"
"Male","184"
"31",""
"Female","70"
"Male","52"
"32",""
"Female","157"
"Male","152"
"33",""
"Female","93"
"Male","96"
"34",""
"Female","72"
"Male","79"
"35",""
"Female","258"
"Male","189"
"36",""
"Female","103"
"Male","83"
"37",""
"Female","78"
"Male","66"
"38",""
"Female","130"
"Male","104"
"39",""
"Female","60"
"Male","62"
"4",""
"Female","331"
"Male","371"
"40",""
"Female","230"
"Male","187"
"41",""
"Female","57"
"Male","60"
"42",""
"Female","78"
"Male","96"
"43",""
"Female","57"
"Male","61"
"44",""
"Female","60"
"Male","61"
"45",""
"Female","182"
"Male","116"
"46",""
"Female","52"
"Male","58"
"47",""
"Female","42"
"Male","60"
"48",""
"Female","94"
"Male","87"
"49",""
"Female","40"
"Male","33"
"5",""
"Female","358"
"Male","349"
"50",""
"Female","130"
"Male","135"
"51",""
"Female","29"
"Male","40"
"52",""
"Female","72"
"Male","67"
"53",""
"Female","29"
"Male","29"
"54",""
"Female","26"
"Male","34"
"55",""
"Female","93"
"Male","83"
"56",""
"Female","34"
"Male","48"
"57",""
"Female","39"
"Male","45"
"58",""
"Female","46"
"Male","46"
"59",""
"Female","29"
"Male","39"
"6",""
"Female","338"
"Male","351"
"60",""
"Female","125"
"Male","110"
"61",""
"Female","32"
"Male","42"
"62",""
"Female","41"
"Male","41"
"63",""
"Female","29"
"Male","34"
"64",""
"Female","36"
"Male","28"
"65",""
"Female","113"
"Male","63"
"66",""
"Female","23"
"Male","25"
"67",""
"Female","18"
"Male","37"
"68",""
"Female","37"
"Male","34"
"69",""
"Female","14"
"Male","21"
"7",""
"Female","364"
"Male","333"
"70",""
"Female","79"
"Male","62"
"71",""
"Female","15"
"Male","19"
"72",""
"Female","26"
"Male","23"
"73",""
"Female","12"
"Male","13"
"74",""
"Female","7"
"Male","7"
"75",""
"Female","34"
"Male","22"
"76",""
"Female","4"
"Male","1"
"77",""
"Female","9"
"Male","8"
"78",""
"Female","6"
"Male","15"
"79",""
"Female","3"
"Male","6"
"8",""
"Female","328"
"Male","403"
"80",""
"Female","12"
"Male","15"
"81",""
"Female","4"
"Male","4"
"82",""
"Female","4"
"Male","4"
"83",""
"Female","0"
"Male","2"
"84",""
"Female","1"
"Male","3"
"85",""
"Female","12"
"Male","5"
"9",""
"Female","289"
"Male","321"
