"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","7"
"Male","12"
"","19"
"Brahman - Hill",""
"Female","287"
"Male","292"
"","579"
"Brahman - Tarai",""
"Female","916"
"Male","985"
"","1901"
"Chamar/ Harijan/ Ram",""
"Female","805"
"Male","862"
"","1667"
"Dhanuk",""
"Female","136"
"Male","154"
"","290"
"Dhobi",""
"Female","366"
"Male","359"
"","725"
"Dom",""
"Female","27"
"Male","26"
"","53"
"Dusadh/ Pasawan/ Pasi",""
"Female","349"
"Male","379"
"","728"
"Gharti/Bhujel",""
"Female","9"
"Male","9"
"","18"
"Hajam/Thakur",""
"Female","276"
"Male","288"
"","564"
"Halkhor",""
"Female","10"
"Male","13"
"","23"
"Kahar",""
"Female","51"
"Male","54"
"","105"
"Kalwar",""
"Female","282"
"Male","320"
"","602"
"Kanu",""
"Female","343"
"Male","356"
"","699"
"Kathabaniyan",""
"Female","714"
"Male","789"
"","1503"
"Kayastha",""
"Female","162"
"Male","201"
"","363"
"Kewat",""
"Female","66"
"Male","84"
"","150"
"Koiri/Kushwaha",""
"Female","267"
"Male","281"
"","548"
"Kumhar",""
"Female","267"
"Male","275"
"","542"
"Kurmi",""
"Female","447"
"Male","499"
"","946"
"Lohar",""
"Female","348"
"Male","359"
"","707"
"Mali",""
"Female","9"
"Male","10"
"","19"
"Mallaha",""
"Female","1345"
"Male","1359"
"","2704"
"Marwadi",""
"Female","26"
"Male","40"
"","66"
"Musalman",""
"Female","584"
"Male","586"
"","1170"
"Nuniya",""
"Female","25"
"Male","20"
"","45"
"Others",""
"Female","38"
"Male","16"
"","54"
"Rajput",""
"Female","5"
"Male","8"
"","13"
"Sanyasi/Dasnami",""
"Female","43"
"Male","48"
"","91"
"Sonar",""
"Female","14"
"Male","8"
"","22"
"Sudhi",""
"Female","8"
"Male","8"
"","16"
"Tatma/Tatwa",""
"Female","838"
"Male","865"
"","1703"
"Teli",""
"Female","964"
"Male","1030"
"","1994"
"Terai Others",""
"Female","8"
"Male","6"
"","14"
"Tharu",""
"Female","15"
"Male","18"
"","33"
"Yadav",""
"Female","3748"
"Male","4303"
"","8051"
