"Population by Educational Attainment","Number"
"Beginners",""
"Female","230"
"Male","250"
"Graduate and Equivalent",""
"Female","15"
"Male","56"
"Intermediate and Equivalent",""
"Female","152"
"Male","168"
"Level not Stated",""
"Female","12"
"Male","9"
"Lower Secondary (Class 6-8)",""
"Female","1301"
"Male","1395"
"Non Formal Education",""
"Female","367"
"Male","241"
"Others",""
"Female","2"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","13"
"Primary Education (1-5 Class)",""
"Female","2601"
"Male","3028"
"Secondary Level (Class 9-10)",""
"Female","595"
"Male","673"
"SLC and Equivalent",""
"Female","541"
"Male","525"
