"Population by Single Year of Age","Number"
"0",""
"Female","131"
"Male","121"
"1",""
"Female","98"
"Male","124"
"10",""
"Female","256"
"Male","243"
"11",""
"Female","248"
"Male","232"
"12",""
"Female","267"
"Male","266"
"13",""
"Female","252"
"Male","231"
"14",""
"Female","226"
"Male","238"
"15",""
"Female","261"
"Male","262"
"16",""
"Female","243"
"Male","228"
"17",""
"Female","214"
"Male","231"
"18",""
"Female","227"
"Male","246"
"19",""
"Female","162"
"Male","153"
"2",""
"Female","111"
"Male","108"
"20",""
"Female","208"
"Male","176"
"21",""
"Female","164"
"Male","134"
"22",""
"Female","227"
"Male","155"
"23",""
"Female","163"
"Male","121"
"24",""
"Female","164"
"Male","139"
"25",""
"Female","187"
"Male","144"
"26",""
"Female","172"
"Male","125"
"27",""
"Female","202"
"Male","140"
"28",""
"Female","184"
"Male","175"
"29",""
"Female","124"
"Male","108"
"3",""
"Female","125"
"Male","127"
"30",""
"Female","194"
"Male","147"
"31",""
"Female","128"
"Male","106"
"32",""
"Female","169"
"Male","151"
"33",""
"Female","125"
"Male","106"
"34",""
"Female","128"
"Male","92"
"35",""
"Female","192"
"Male","164"
"36",""
"Female","152"
"Male","119"
"37",""
"Female","101"
"Male","98"
"38",""
"Female","130"
"Male","153"
"39",""
"Female","97"
"Male","89"
"4",""
"Female","143"
"Male","154"
"40",""
"Female","204"
"Male","181"
"41",""
"Female","88"
"Male","78"
"42",""
"Female","128"
"Male","144"
"43",""
"Female","96"
"Male","90"
"44",""
"Female","87"
"Male","85"
"45",""
"Female","154"
"Male","135"
"46",""
"Female","97"
"Male","85"
"47",""
"Female","68"
"Male","72"
"48",""
"Female","84"
"Male","101"
"49",""
"Female","75"
"Male","80"
"5",""
"Female","182"
"Male","140"
"50",""
"Female","116"
"Male","146"
"51",""
"Female","56"
"Male","88"
"52",""
"Female","104"
"Male","115"
"53",""
"Female","60"
"Male","92"
"54",""
"Female","73"
"Male","68"
"55",""
"Female","83"
"Male","98"
"56",""
"Female","80"
"Male","79"
"57",""
"Female","64"
"Male","64"
"58",""
"Female","43"
"Male","66"
"59",""
"Female","49"
"Male","55"
"6",""
"Female","190"
"Male","164"
"60",""
"Female","89"
"Male","104"
"61",""
"Female","40"
"Male","53"
"62",""
"Female","40"
"Male","49"
"63",""
"Female","46"
"Male","54"
"64",""
"Female","33"
"Male","59"
"65",""
"Female","62"
"Male","65"
"66",""
"Female","27"
"Male","45"
"67",""
"Female","36"
"Male","37"
"68",""
"Female","43"
"Male","56"
"69",""
"Female","32"
"Male","33"
"7",""
"Female","220"
"Male","194"
"70",""
"Female","48"
"Male","44"
"71",""
"Female","15"
"Male","19"
"72",""
"Female","24"
"Male","33"
"73",""
"Female","19"
"Male","28"
"74",""
"Female","18"
"Male","15"
"75",""
"Female","23"
"Male","37"
"76",""
"Female","18"
"Male","25"
"77",""
"Female","19"
"Male","19"
"78",""
"Female","29"
"Male","34"
"79",""
"Female","12"
"Male","16"
"8",""
"Female","204"
"Male","230"
"80",""
"Female","18"
"Male","27"
"81",""
"Female","3"
"Male","14"
"82",""
"Female","1"
"Male","14"
"83",""
"Female","3"
"Male","11"
"84",""
"Female","7"
"Male","11"
"85",""
"Female","37"
"Male","37"
"9",""
"Female","224"
"Male","194"
