"Population by Mother tongue","Number"
"Bahing",""
"Female","19"
"Male","18"
"Bantawa",""
"Female","590"
"Male","582"
"Bhujel",""
"Female","255"
"Male","279"
"Chamling",""
"Female","353"
"Male","336"
"Gurung",""
"Female","98"
"Male","85"
"Hayu/Vayu",""
"Female","14"
"Male","15"
"Khaling",""
"Female","8"
"Male","7"
"Kulung",""
"Female","68"
"Male","75"
"Lapcha",""
"Female","446"
"Male","451"
"Limbu",""
"Female","457"
"Male","420"
"Lingkhim",""
"Female","11"
"Male","11"
"Lohorung",""
"Female","19"
"Male","17"
"Magar",""
"Female","280"
"Male","282"
"Maithili",""
"Female","30"
"Male","30"
"Nachhiring",""
"Female","52"
"Male","34"
"Nepali",""
"Female","4336"
"Male","4079"
"Newar",""
"Female","170"
"Male","173"
"Not Reported",""
"Female","71"
"Male","59"
"Others",""
"Female","88"
"Male","88"
"Puma",""
"Female","8"
"Male","15"
"Rai",""
"Female","1160"
"Male","1088"
"Sampang",""
"Female","166"
"Male","252"
"Sherpa",""
"Female","23"
"Male","25"
"Sunuwar",""
"Female","151"
"Male","131"
"Tamang",""
"Female","735"
"Male","697"
"Thulung",""
"Female","34"
"Male","38"
"Yakkha",""
"Female","8"
"Male","8"
"Yamphu/Yamphe",""
"Female","96"
"Male","94"
