"Population by Educational Attainment","Number"
"Beginners",""
"Female","99"
"Male","97"
"Graduate and Equivalent",""
"Female","28"
"Male","103"
"Intermediate and Equivalent",""
"Female","183"
"Male","229"
"Level not Stated",""
"Female","44"
"Male","42"
"Lower Secondary (Class 6-8)",""
"Female","1615"
"Male","1641"
"Non Formal Education",""
"Female","730"
"Male","802"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","20"
"Primary Education (1-5 Class)",""
"Female","2652"
"Male","3019"
"Secondary Level (Class 9-10)",""
"Female","938"
"Male","880"
"SLC and Equivalent",""
"Female","519"
"Male","585"
