"Population by Single Year of Age","Number"
"0",""
"Female","131"
"Male","152"
"1",""
"Female","104"
"Male","107"
"10",""
"Female","225"
"Male","242"
"11",""
"Female","181"
"Male","186"
"12",""
"Female","269"
"Male","253"
"13",""
"Female","213"
"Male","217"
"14",""
"Female","243"
"Male","217"
"15",""
"Female","237"
"Male","224"
"16",""
"Female","230"
"Male","216"
"17",""
"Female","184"
"Male","177"
"18",""
"Female","226"
"Male","187"
"19",""
"Female","135"
"Male","124"
"2",""
"Female","137"
"Male","166"
"20",""
"Female","132"
"Male","118"
"21",""
"Female","135"
"Male","116"
"22",""
"Female","134"
"Male","110"
"23",""
"Female","109"
"Male","84"
"24",""
"Female","125"
"Male","109"
"25",""
"Female","148"
"Male","107"
"26",""
"Female","114"
"Male","97"
"27",""
"Female","96"
"Male","78"
"28",""
"Female","98"
"Male","89"
"29",""
"Female","67"
"Male","51"
"3",""
"Female","147"
"Male","163"
"30",""
"Female","121"
"Male","118"
"31",""
"Female","66"
"Male","50"
"32",""
"Female","85"
"Male","87"
"33",""
"Female","60"
"Male","53"
"34",""
"Female","60"
"Male","47"
"35",""
"Female","126"
"Male","105"
"36",""
"Female","69"
"Male","55"
"37",""
"Female","49"
"Male","59"
"38",""
"Female","74"
"Male","66"
"39",""
"Female","55"
"Male","39"
"4",""
"Female","173"
"Male","164"
"40",""
"Female","150"
"Male","151"
"41",""
"Female","55"
"Male","61"
"42",""
"Female","96"
"Male","67"
"43",""
"Female","77"
"Male","68"
"44",""
"Female","72"
"Male","57"
"45",""
"Female","102"
"Male","107"
"46",""
"Female","66"
"Male","57"
"47",""
"Female","54"
"Male","51"
"48",""
"Female","80"
"Male","68"
"49",""
"Female","60"
"Male","69"
"5",""
"Female","176"
"Male","180"
"50",""
"Female","103"
"Male","110"
"51",""
"Female","48"
"Male","60"
"52",""
"Female","56"
"Male","64"
"53",""
"Female","48"
"Male","53"
"54",""
"Female","65"
"Male","42"
"55",""
"Female","57"
"Male","80"
"56",""
"Female","46"
"Male","57"
"57",""
"Female","54"
"Male","40"
"58",""
"Female","34"
"Male","48"
"59",""
"Female","52"
"Male","40"
"6",""
"Female","189"
"Male","230"
"60",""
"Female","82"
"Male","66"
"61",""
"Female","39"
"Male","37"
"62",""
"Female","47"
"Male","44"
"63",""
"Female","39"
"Male","37"
"64",""
"Female","43"
"Male","28"
"65",""
"Female","60"
"Male","34"
"66",""
"Female","22"
"Male","22"
"67",""
"Female","41"
"Male","33"
"68",""
"Female","48"
"Male","43"
"69",""
"Female","27"
"Male","19"
"7",""
"Female","186"
"Male","187"
"70",""
"Female","64"
"Male","43"
"71",""
"Female","17"
"Male","28"
"72",""
"Female","30"
"Male","33"
"73",""
"Female","24"
"Male","20"
"74",""
"Female","13"
"Male","13"
"75",""
"Female","38"
"Male","29"
"76",""
"Female","10"
"Male","15"
"77",""
"Female","18"
"Male","13"
"78",""
"Female","19"
"Male","19"
"79",""
"Female","7"
"Male","11"
"8",""
"Female","207"
"Male","241"
"80",""
"Female","26"
"Male","20"
"81",""
"Female","7"
"Male","7"
"82",""
"Female","6"
"Male","5"
"83",""
"Female","10"
"Male","7"
"84",""
"Female","9"
"Male","7"
"85",""
"Female","26"
"Male","22"
"9",""
"Female","177"
"Male","175"
