"Population by Educational Attainment","Number"
"Beginners",""
"Female","284"
"Male","329"
"Graduate and Equivalent",""
"Female","4"
"Male","55"
"Intermediate and Equivalent",""
"Female","90"
"Male","169"
"Level not Stated",""
"Female","10"
"Male","8"
"Lower Secondary (Class 6-8)",""
"Female","1133"
"Male","1327"
"Non Formal Education",""
"Female","130"
"Male","145"
"Others",""
"Female","7"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","2759"
"Male","2973"
"Secondary Level (Class 9-10)",""
"Female","415"
"Male","654"
"SLC and Equivalent",""
"Female","165"
"Male","291"
