"Population by Educational Attainment","Number"
"Beginners",""
"Female","275"
"Male","264"
"Graduate and Equivalent",""
"Female","3"
"Male","29"
"Intermediate and Equivalent",""
"Female","28"
"Male","104"
"Level not Stated",""
"Female","24"
"Male","17"
"Lower Secondary (Class 6-8)",""
"Female","242"
"Male","476"
"Non Formal Education",""
"Female","62"
"Male","66"
"Others",""
"Female","2"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","3"
"Primary Education (1-5 Class)",""
"Female","953"
"Male","1380"
"Secondary Level (Class 9-10)",""
"Female","97"
"Male","242"
"SLC and Equivalent",""
"Female","36"
"Male","136"
