"Population by Educational Attainment","Number"
"Beginners",""
"Female","464"
"Male","557"
"Graduate and Equivalent",""
"Female","135"
"Male","230"
"Intermediate and Equivalent",""
"Female","432"
"Male","545"
"Level not Stated",""
"Female","12"
"Male","17"
"Lower Secondary (Class 6-8)",""
"Female","2312"
"Male","2919"
"Non Formal Education",""
"Female","288"
"Male","266"
"Others",""
"Female","7"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","22"
"Male","78"
"Primary Education (1-5 Class)",""
"Female","4360"
"Male","5122"
"Secondary Level (Class 9-10)",""
"Female","1266"
"Male","1398"
"SLC and Equivalent",""
"Female","787"
"Male","975"
