"Population by Caste/Ethinicity","Number"
"Bahing",""
"Female","66"
"Male","61"
"Brahman - Hill",""
"Female","1826"
"Male","1631"
"Brahman - Tarai",""
"Female","11"
"Male","9"
"Chhetri",""
"Female","1813"
"Male","1506"
"Damai/Dholi",""
"Female","256"
"Male","217"
"Darai",""
"Female","15"
"Male","12"
"Gharti/Bhujel",""
"Female","291"
"Male","243"
"Kami",""
"Female","383"
"Male","307"
"Magar",""
"Female","349"
"Male","302"
"Newar",""
"Female","313"
"Male","252"
"Others",""
"Female","35"
"Male","32"
"Rai",""
"Female","2009"
"Male","1768"
"Sanyasi/Dasnami",""
"Female","45"
"Male","42"
"Sarki",""
"Female","122"
"Male","117"
"Sherpa",""
"Female","785"
"Male","730"
"Sunuwar",""
"Female","26"
"Male","18"
"Tamang",""
"Female","64"
"Male","60"
"Terai Others",""
"Female","9"
"Male","7"
"Tharu",""
"Female","14"
"Male","15"
"Thulung",""
"Female","183"
"Male","185"
