"Population by Single Year of Age","Number"
"0",""
"Female","183"
"Male","174"
"1",""
"Female","154"
"Male","143"
"10",""
"Female","279"
"Male","257"
"11",""
"Female","227"
"Male","224"
"12",""
"Female","312"
"Male","299"
"13",""
"Female","302"
"Male","273"
"14",""
"Female","320"
"Male","291"
"15",""
"Female","274"
"Male","253"
"16",""
"Female","301"
"Male","275"
"17",""
"Female","285"
"Male","210"
"18",""
"Female","278"
"Male","210"
"19",""
"Female","178"
"Male","116"
"2",""
"Female","152"
"Male","162"
"20",""
"Female","201"
"Male","93"
"21",""
"Female","157"
"Male","94"
"22",""
"Female","204"
"Male","111"
"23",""
"Female","134"
"Male","87"
"24",""
"Female","148"
"Male","90"
"25",""
"Female","160"
"Male","69"
"26",""
"Female","148"
"Male","78"
"27",""
"Female","141"
"Male","67"
"28",""
"Female","148"
"Male","76"
"29",""
"Female","100"
"Male","60"
"3",""
"Female","175"
"Male","168"
"30",""
"Female","208"
"Male","103"
"31",""
"Female","96"
"Male","54"
"32",""
"Female","135"
"Male","70"
"33",""
"Female","87"
"Male","49"
"34",""
"Female","97"
"Male","49"
"35",""
"Female","202"
"Male","97"
"36",""
"Female","127"
"Male","71"
"37",""
"Female","95"
"Male","75"
"38",""
"Female","113"
"Male","86"
"39",""
"Female","83"
"Male","69"
"4",""
"Female","216"
"Male","190"
"40",""
"Female","215"
"Male","132"
"41",""
"Female","92"
"Male","60"
"42",""
"Female","117"
"Male","89"
"43",""
"Female","109"
"Male","64"
"44",""
"Female","88"
"Male","75"
"45",""
"Female","166"
"Male","114"
"46",""
"Female","86"
"Male","80"
"47",""
"Female","79"
"Male","66"
"48",""
"Female","125"
"Male","108"
"49",""
"Female","89"
"Male","79"
"5",""
"Female","210"
"Male","197"
"50",""
"Female","187"
"Male","140"
"51",""
"Female","77"
"Male","89"
"52",""
"Female","103"
"Male","101"
"53",""
"Female","82"
"Male","76"
"54",""
"Female","60"
"Male","53"
"55",""
"Female","130"
"Male","130"
"56",""
"Female","67"
"Male","60"
"57",""
"Female","65"
"Male","73"
"58",""
"Female","103"
"Male","94"
"59",""
"Female","63"
"Male","62"
"6",""
"Female","191"
"Male","189"
"60",""
"Female","140"
"Male","130"
"61",""
"Female","78"
"Male","70"
"62",""
"Female","62"
"Male","62"
"63",""
"Female","55"
"Male","38"
"64",""
"Female","50"
"Male","42"
"65",""
"Female","95"
"Male","76"
"66",""
"Female","45"
"Male","56"
"67",""
"Female","61"
"Male","68"
"68",""
"Female","74"
"Male","64"
"69",""
"Female","46"
"Male","50"
"7",""
"Female","216"
"Male","212"
"70",""
"Female","87"
"Male","91"
"71",""
"Female","35"
"Male","27"
"72",""
"Female","73"
"Male","54"
"73",""
"Female","35"
"Male","45"
"74",""
"Female","38"
"Male","31"
"75",""
"Female","51"
"Male","45"
"76",""
"Female","30"
"Male","27"
"77",""
"Female","35"
"Male","26"
"78",""
"Female","42"
"Male","43"
"79",""
"Female","26"
"Male","15"
"8",""
"Female","218"
"Male","259"
"80",""
"Female","45"
"Male","24"
"81",""
"Female","10"
"Male","11"
"82",""
"Female","18"
"Male","9"
"83",""
"Female","18"
"Male","17"
"84",""
"Female","23"
"Male","16"
"85",""
"Female","62"
"Male","42"
"9",""
"Female","220"
"Male","212"
