"Population by Educational Attainment","Number"
"Beginners",""
"Female","365"
"Male","404"
"Graduate and Equivalent",""
"Female","36"
"Male","45"
"Intermediate and Equivalent",""
"Female","136"
"Male","130"
"Level not Stated",""
"Female","15"
"Male","12"
"Lower Secondary (Class 6-8)",""
"Female","1216"
"Male","1217"
"Non Formal Education",""
"Female","288"
"Male","274"
"Others",""
"Female","4"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","8"
"Primary Education (1-5 Class)",""
"Female","2393"
"Male","2792"
"Secondary Level (Class 9-10)",""
"Female","464"
"Male","469"
"SLC and Equivalent",""
"Female","368"
"Male","396"
