"Population by disability type","Number"
"Blind/low vision",""
"Female","39"
"Male","36"
"","75"
"Deaf/hard of hearing",""
"Female","83"
"Male","80"
"","163"
"Deaf-Blind",""
"Female","7"
"Male","6"
"","13"
"Intellectual disable",""
"Female","8"
"Male","13"
"","21"
"Mental disable",""
"Female","13"
"Male","12"
"","25"
"Multiple disable",""
"Female","27"
"Male","33"
"","60"
"No disability",""
"Female","10172"
"Male","8346"
"","18518"
"Physical",""
"Female","61"
"Male","79"
"","140"
"Speech problem",""
"Female","49"
"Male","58"
"","107"
