"Population by Educational Attainment","Number"
"Beginners",""
"Female","296"
"Male","294"
"","590"
"Graduate and Equivalent",""
"Female","10"
"Male","44"
"","54"
"Intermediate and Equivalent",""
"Female","59"
"Male","122"
"","181"
"Level not Stated",""
"Female","27"
"Male","29"
"","56"
"Lower Secondary (Class 6-8)",""
"Female","1117"
"Male","1255"
"","2372"
"Non Formal Education",""
"Female","169"
"Male","122"
"","291"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","13"
"","14"
"Primary Education (1-5 Class)",""
"Female","3184"
"Male","3284"
"","6468"
"Secondary Level (Class 9-10)",""
"Female","414"
"Male","490"
"","904"
"SLC and Equivalent",""
"Female","192"
"Male","284"
"","476"
