"Population by Caste Ethinicity","Number"
"Bote",""
"Female","51"
"Male","42"
"","93"
"Brahman - Hill",""
"Female","309"
"Male","228"
"","537"
"Chhetri",""
"Female","269"
"Male","218"
"","487"
"Dalit Others",""
"Female","799"
"Male","597"
"","1396"
"Damai/Dholi",""
"Female","223"
"Male","203"
"","426"
"Darai",""
"Female","59"
"Male","43"
"","102"
"Gharti/Bhujel",""
"Female","47"
"Male","35"
"","82"
"Gurung",""
"Female","54"
"Male","43"
"","97"
"Kami",""
"Female","306"
"Male","248"
"","554"
"Kumal",""
"Female","791"
"Male","668"
"","1459"
"Magar",""
"Female","6704"
"Male","5692"
"","12396"
"Musalman",""
"Female","8"
"Male","8"
"","16"
"Newar",""
"Female","190"
"Male","156"
"","346"
"Others",""
"Female","19"
"Male","17"
"","36"
"Sanyasi/Dasnami",""
"Female","94"
"Male","64"
"","158"
"Sarki",""
"Female","335"
"Male","257"
"","592"
"Tamang",""
"Female","5"
"Male","6"
"","11"
"Thakuri",""
"Female","196"
"Male","138"
"","334"
