"Population by Mother tongue","Number"
"Bantawa",""
"Female","273"
"Male","219"
"","492"
"Bhojpuri",""
"Female","17"
"Male","15"
"","32"
"Bhujel",""
"Female","15"
"Male","12"
"","27"
"Chamling",""
"Female","101"
"Male","77"
"","178"
"Doteli",""
"Female","8"
"Male","3"
"","11"
"Dumi",""
"Female","16"
"Male","16"
"","32"
"Dungmali",""
"Female","38"
"Male","34"
"","72"
"Gurung",""
"Female","147"
"Male","105"
"","252"
"Khaling",""
"Female","21"
"Male","20"
"","41"
"Koyee",""
"Female","16"
"Male","18"
"","34"
"Kulung",""
"Female","69"
"Male","46"
"","115"
"Kumal",""
"Female","15"
"Male","17"
"","32"
"Limbu",""
"Female","3316"
"Male","2716"
"","6032"
"Magar",""
"Female","2044"
"Male","1727"
"","3771"
"Maithili",""
"Female","149"
"Male","158"
"","307"
"Mewahang",""
"Female","4"
"Male","7"
"","11"
"Nachhiring",""
"Female","10"
"Male","12"
"","22"
"Nepali",""
"Female","7296"
"Male","6024"
"","13320"
"Newar",""
"Female","157"
"Male","147"
"","304"
"Not Reported",""
"Female","21"
"Male","15"
"","36"
"Others",""
"Female","56"
"Male","47"
"","103"
"Rai",""
"Female","959"
"Male","794"
"","1753"
"Sampang",""
"Female","25"
"Male","22"
"","47"
"Sign Language",""
"Female","10"
"Male","9"
"","19"
"Tamang",""
"Female","1194"
"Male","1002"
"","2196"
"Tharu",""
"Female","21"
"Male","28"
"","49"
"Thulung",""
"Female","13"
"Male","7"
"","20"
"Uranw/Urau",""
"Female","11"
"Male","14"
"","25"
"Urdu",""
"Female","9"
"Male","15"
"","24"
"Yakkha",""
"Female","80"
"Male","64"
"","144"
"Yamphu/Yamphe",""
"Female","509"
"Male","421"
"","930"
