"Population by Educational Attainment","Number"
"Beginners",""
"Female","309"
"Male","373"
"","682"
"Graduate and Equivalent",""
"Female","43"
"Male","92"
"","135"
"Intermediate and Equivalent",""
"Female","209"
"Male","249"
"","458"
"Level not Stated",""
"Female","9"
"Male","14"
"","23"
"Lower Secondary (Class 6-8)",""
"Female","2576"
"Male","2192"
"","4768"
"Non Formal Education",""
"Female","696"
"Male","536"
"","1232"
"Others",""
"Female","0"
"Male","2"
"","2"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","26"
"","31"
"Primary Education (1-5 Class)",""
"Female","4237"
"Male","4427"
"","8664"
"Secondary Level (Class 9-10)",""
"Female","1272"
"Male","1170"
"","2442"
"SLC and Equivalent",""
"Female","844"
"Male","763"
"","1607"
