"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","173"
"Male","172"
"","345"
"Bangali",""
"Female","38"
"Male","51"
"","89"
"Bantar/Sardar",""
"Female","98"
"Male","94"
"","192"
"Baraee",""
"Female","470"
"Male","501"
"","971"
"Bhote",""
"Female","24"
"Male","29"
"","53"
"Bin",""
"Female","148"
"Male","147"
"","295"
"Brahman - Hill",""
"Female","1401"
"Male","1457"
"","2858"
"Brahman - Tarai",""
"Female","536"
"Male","574"
"","1110"
"Chamar/ Harijan/ Ram",""
"Female","3419"
"Male","3590"
"","7009"
"Chhantyal/Chhantel",""
"Female","12"
"Male","3"
"","15"
"Chhetri",""
"Female","467"
"Male","481"
"","948"
"Dalit Others",""
"Female","71"
"Male","64"
"","135"
"Damai/Dholi",""
"Female","23"
"Male","16"
"","39"
"Dhankar/ Dharikar",""
"Female","31"
"Male","32"
"","63"
"Dhanuk",""
"Female","3211"
"Male","3373"
"","6584"
"Dhobi",""
"Female","764"
"Male","827"
"","1591"
"Dhunia",""
"Female","216"
"Male","202"
"","418"
"Dom",""
"Female","133"
"Male","144"
"","277"
"Dusadh/ Pasawan/ Pasi",""
"Female","1327"
"Male","1448"
"","2775"
"Gaderi/Bhedihar",""
"Female","79"
"Male","82"
"","161"
"Hajam/Thakur",""
"Female","846"
"Male","900"
"","1746"
"Halkhor",""
"Female","40"
"Male","63"
"","103"
"Halwai",""
"Female","12"
"Male","9"
"","21"
"Kahar",""
"Female","222"
"Male","234"
"","456"
"Kalwar",""
"Female","1846"
"Male","2073"
"","3919"
"Kami",""
"Female","70"
"Male","67"
"","137"
"Kanu",""
"Female","3910"
"Male","4303"
"","8213"
"Kathabaniyan",""
"Female","1151"
"Male","1214"
"","2365"
"Kayastha",""
"Female","218"
"Male","246"
"","464"
"Kewat",""
"Female","40"
"Male","50"
"","90"
"Koiri/Kushwaha",""
"Female","3001"
"Male","3292"
"","6293"
"Kumal",""
"Female","218"
"Male","243"
"","461"
"Kumhar",""
"Female","822"
"Male","910"
"","1732"
"Kurmi",""
"Female","4379"
"Male","4816"
"","9195"
"Limbu",""
"Female","87"
"Male","74"
"","161"
"Lohar",""
"Female","816"
"Male","891"
"","1707"
"Magar",""
"Female","33"
"Male","26"
"","59"
"Majhi",""
"Female","81"
"Male","86"
"","167"
"Mali",""
"Female","225"
"Male","266"
"","491"
"Mallaha",""
"Female","1673"
"Male","1877"
"","3550"
"Marwadi",""
"Female","129"
"Male","152"
"","281"
"Musahar",""
"Female","264"
"Male","278"
"","542"
"Musalman",""
"Female","12606"
"Male","12975"
"","25581"
"Natuwa",""
"Female","132"
"Male","140"
"","272"
"Newar",""
"Female","237"
"Male","236"
"","473"
"Nuniya",""
"Female","662"
"Male","738"
"","1400"
"Others",""
"Female","31"
"Male","15"
"","46"
"Pattharkatta/ Kushwadiya",""
"Female","31"
"Male","38"
"","69"
"Rai",""
"Female","7"
"Male","7"
"","14"
"Rajdhob",""
"Female","13"
"Male","14"
"","27"
"Rajput",""
"Female","321"
"Male","335"
"","656"
"Sanyasi/Dasnami",""
"Female","609"
"Male","636"
"","1245"
"Sarki",""
"Female","12"
"Male","9"
"","21"
"Sonar",""
"Female","832"
"Male","861"
"","1693"
"Sudhi",""
"Female","49"
"Male","50"
"","99"
"Tamang",""
"Female","44"
"Male","47"
"","91"
"Tatma/Tatwa",""
"Female","156"
"Male","142"
"","298"
"Teli",""
"Female","2970"
"Male","3286"
"","6256"
"Terai Others",""
"Female","515"
"Male","529"
"","1044"
"Thakuri",""
"Female","24"
"Male","24"
"","48"
"Tharu",""
"Female","2129"
"Male","2243"
"","4372"
"Undefined Others",""
"Female","52"
"Male","36"
"","88"
"Yadav",""
"Female","5157"
"Male","5866"
"","11023"
"Yakkha",""
"Female","63"
"Male","64"
"","127"
