"Population by Educational Attainment","Number"
"Beginners",""
"Female","781"
"Male","1004"
"","1785"
"Graduate and Equivalent",""
"Female","413"
"Male","1250"
"","1663"
"Intermediate and Equivalent",""
"Female","989"
"Male","2421"
"","3410"
"Level not Stated",""
"Female","156"
"Male","202"
"","358"
"Lower Secondary (Class 6-8)",""
"Female","4416"
"Male","8226"
"","12642"
"Non Formal Education",""
"Female","129"
"Male","132"
"","261"
"Others",""
"Female","89"
"Male","57"
"","146"
"Post Graduate Equivalent and Above",""
"Female","64"
"Male","324"
"","388"
"Primary Education (1-5 Class)",""
"Female","12732"
"Male","16719"
"","29451"
"Secondary Level (Class 9-10)",""
"Female","1839"
"Male","4309"
"","6148"
"SLC and Equivalent",""
"Female","1545"
"Male","3465"
"","5010"
