"Population by disability type","Number"
"Blind/low vision",""
"Female","148"
"Male","157"
"","305"
"Deaf/hard of hearing",""
"Female","30"
"Male","52"
"","82"
"Deaf-Blind",""
"Female","9"
"Male","14"
"","23"
"Intellectual disable",""
"Female","20"
"Male","19"
"","39"
"Mental disable",""
"Female","40"
"Male","63"
"","103"
"Multiple disable",""
"Female","38"
"Male","47"
"","85"
"No disability",""
"Female","58875"
"Male","62972"
"","121847"
"Physical",""
"Female","170"
"Male","224"
"","394"
"Speech problem",""
"Female","46"
"Male","100"
"","146"
