"Population by Mother tongue","Number"
"Bahing",""
"Female","22"
"Male","18"
"Bangla",""
"Female","6"
"Male","32"
"Bantawa",""
"Female","1223"
"Male","1131"
"Bhojpuri",""
"Female","26"
"Male","36"
"Bhujel",""
"Female","16"
"Male","14"
"Chamling",""
"Female","84"
"Male","71"
"Gurung",""
"Female","768"
"Male","625"
"Hindi",""
"Female","26"
"Male","31"
"Hyolmo/Yholmo",""
"Female","8"
"Male","5"
"Khaling",""
"Female","88"
"Male","98"
"Kulung",""
"Female","54"
"Male","51"
"Lapcha",""
"Female","84"
"Male","72"
"Limbu",""
"Female","2790"
"Male","2718"
"Lingkhim",""
"Female","26"
"Male","17"
"Lohorung",""
"Female","8"
"Male","4"
"Magar",""
"Female","646"
"Male","584"
"Maithili",""
"Female","96"
"Male","124"
"Mewahang",""
"Female","272"
"Male","281"
"Nachhiring",""
"Female","12"
"Male","16"
"Nepali",""
"Female","14020"
"Male","13003"
"Newar",""
"Female","642"
"Male","636"
"Not Reported",""
"Female","137"
"Male","117"
"Others",""
"Female","94"
"Male","111"
"Rai",""
"Female","1382"
"Male","1278"
"Rajbanshi",""
"Female","20"
"Male","21"
"Rajsthani",""
"Female","7"
"Male","10"
"Sam",""
"Female","17"
"Male","15"
"Sampang",""
"Female","43"
"Male","41"
"Sanskrit",""
"Female","185"
"Male","163"
"Sherpa",""
"Female","147"
"Male","139"
"Sunuwar",""
"Female","360"
"Male","356"
"Tamang",""
"Female","1435"
"Male","1335"
"Tharu",""
"Female","13"
"Male","15"
"Thulung",""
"Female","50"
"Male","56"
"Urdu",""
"Female","8"
"Male","19"
"Wambule",""
"Female","10"
"Male","13"
"Yakkha",""
"Female","215"
"Male","172"
"Yamphu/Yamphe",""
"Female","35"
"Male","33"
