"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","2933"
"Male","3070"
"","6003"
"Badi",""
"Female","347"
"Male","318"
"","665"
"Bangali",""
"Female","699"
"Male","762"
"","1461"
"Baraee",""
"Female","2911"
"Male","3148"
"","6059"
"Bhote",""
"Female","19"
"Male","28"
"","47"
"Bote",""
"Female","16"
"Male","18"
"","34"
"Brahman - Hill",""
"Female","25869"
"Male","22681"
"","48550"
"Brahman - Tarai",""
"Female","3523"
"Male","3594"
"","7117"
"Chamar/ Harijan/ Ram",""
"Female","10169"
"Male","10938"
"","21107"
"Chhetri",""
"Female","12225"
"Male","10554"
"","22779"
"Dalit Others",""
"Female","2039"
"Male","1962"
"","4001"
"Damai/Dholi",""
"Female","1689"
"Male","1563"
"","3252"
"Danuwar",""
"Female","8"
"Male","6"
"","14"
"Dhandi",""
"Female","272"
"Male","305"
"","577"
"Dhankar/ Dharikar",""
"Female","93"
"Male","101"
"","194"
"Dhanuk",""
"Female","251"
"Male","261"
"","512"
"Dhobi",""
"Female","5954"
"Male","6189"
"","12143"
"Dhunia",""
"Female","511"
"Male","510"
"","1021"
"Dom",""
"Female","15"
"Male","12"
"","27"
"Dusadh/ Pasawan/ Pasi",""
"Female","10621"
"Male","11138"
"","21759"
"Foreigner",""
"Female","124"
"Male","134"
"","258"
"Gaderi/Bhedihar",""
"Female","1331"
"Male","1417"
"","2748"
"Gaine",""
"Female","52"
"Male","38"
"","90"
"Gharti/Bhujel",""
"Female","94"
"Male","76"
"","170"
"Gurung",""
"Female","695"
"Male","608"
"","1303"
"Hajam/Thakur",""
"Female","3111"
"Male","3254"
"","6365"
"Halwai",""
"Female","1771"
"Male","1848"
"","3619"
"Janajati Others",""
"Female","11"
"Male","11"
"","22"
"Jhangad/ Dhagar",""
"Female","30"
"Male","38"
"","68"
"Kahar",""
"Female","8556"
"Male","8851"
"","17407"
"Kalwar",""
"Female","2416"
"Male","2468"
"","4884"
"Kami",""
"Female","5369"
"Male","4795"
"","10164"
"Kanu",""
"Female","294"
"Male","304"
"","598"
"Kathabaniyan",""
"Female","4439"
"Male","4661"
"","9100"
"Kayastha",""
"Female","849"
"Male","859"
"","1708"
"Kewat",""
"Female","5891"
"Male","6277"
"","12168"
"Koiri/Kushwaha",""
"Female","888"
"Male","924"
"","1812"
"Kori",""
"Female","3666"
"Male","3952"
"","7618"
"Kumal",""
"Female","505"
"Male","442"
"","947"
"Kumhar",""
"Female","131"
"Male","167"
"","298"
"Kurmi",""
"Female","17557"
"Male","18155"
"","35712"
"Lhomi",""
"Female","9"
"Male","6"
"","15"
"Limbu",""
"Female","29"
"Male","23"
"","52"
"Lodh",""
"Female","993"
"Male","1042"
"","2035"
"Lohar",""
"Female","1764"
"Male","1880"
"","3644"
"Magar",""
"Female","10746"
"Male","9286"
"","20032"
"Majhi",""
"Female","251"
"Male","270"
"","521"
"Mali",""
"Female","389"
"Male","373"
"","762"
"Mallaha",""
"Female","1968"
"Male","1906"
"","3874"
"Marwadi",""
"Female","791"
"Male","903"
"","1694"
"Musahar",""
"Female","26"
"Male","26"
"","52"
"Musalman",""
"Female","51841"
"Male","51936"
"","103777"
"Natuwa",""
"Female","152"
"Male","134"
"","286"
"Newar",""
"Female","1016"
"Male","908"
"","1924"
"Nuniya",""
"Female","19"
"Male","18"
"","37"
"Others",""
"Female","393"
"Male","255"
"","648"
"Pattharkatta/ Kushwadiya",""
"Female","183"
"Male","184"
"","367"
"Punjabi/Sikh",""
"Female","10"
"Male","9"
"","19"
"Rai",""
"Female","111"
"Male","104"
"","215"
"Rajbhar",""
"Female","69"
"Male","66"
"","135"
"Raji",""
"Female","9"
"Male","8"
"","17"
"Rajput",""
"Female","36"
"Male","41"
"","77"
"Sanyasi/Dasnami",""
"Female","1993"
"Male","1973"
"","3966"
"Sarki",""
"Female","487"
"Male","447"
"","934"
"Satar/ Santhal",""
"Female","5"
"Male","6"
"","11"
"Sherpa",""
"Female","114"
"Male","125"
"","239"
"Sonar",""
"Female","329"
"Male","319"
"","648"
"Sudhi",""
"Female","153"
"Male","163"
"","316"
"Sunuwar",""
"Female","18"
"Male","10"
"","28"
"Tamang",""
"Female","149"
"Male","116"
"","265"
"Teli",""
"Female","5207"
"Male","5418"
"","10625"
"Terai Others",""
"Female","3646"
"Male","3623"
"","7269"
"Thakali",""
"Female","35"
"Male","43"
"","78"
"Thakuri",""
"Female","1585"
"Male","1293"
"","2878"
"Tharu",""
"Female","35780"
"Male","34130"
"","69910"
"Undefined Others",""
"Female","49"
"Male","50"
"","99"
"Yadav",""
"Female","27863"
"Male","30062"
"","57925"
"Yakkha",""
"Female","33"
"Male","46"
"","79"
