"Population by Educational Attainment","Number"
"Beginners",""
"Female","6101"
"Male","7316"
"","13417"
"Graduate and Equivalent",""
"Female","1453"
"Male","3163"
"","4616"
"Intermediate and Equivalent",""
"Female","4462"
"Male","7713"
"","12175"
"Level not Stated",""
"Female","615"
"Male","626"
"","1241"
"Lower Secondary (Class 6-8)",""
"Female","22394"
"Male","36234"
"","58628"
"Non Formal Education",""
"Female","2408"
"Male","2407"
"","4815"
"Others",""
"Female","445"
"Male","287"
"","732"
"Post Graduate Equivalent and Above",""
"Female","290"
"Male","1042"
"","1332"
"Primary Education (1-5 Class)",""
"Female","62882"
"Male","79645"
"","142527"
"Secondary Level (Class 9-10)",""
"Female","9790"
"Male","17794"
"","27584"
"SLC and Equivalent",""
"Female","8961"
"Male","11945"
"","20906"
