"Population by disability type","Number"
"Blind/low vision",""
"Female","15"
"Male","33"
"","48"
"Deaf/hard of hearing",""
"Female","16"
"Male","16"
"","32"
"Deaf-Blind",""
"Female","3"
"Male","2"
"","5"
"Intellectual disable",""
"Female","1"
"Male","6"
"","7"
"Mental disable",""
"Female","8"
"Male","8"
"","16"
"Multiple disable",""
"Female","9"
"Male","10"
"","19"
"No disability",""
"Female","8242"
"Male","6939"
"","15181"
"Physical",""
"Female","75"
"Male","112"
"","187"
"Speech problem",""
"Female","5"
"Male","15"
"","20"
