"Population by Educational Attainment","Number"
"Beginners",""
"Female","205"
"Male","193"
"","398"
"Graduate and Equivalent",""
"Female","37"
"Male","62"
"","99"
"Intermediate and Equivalent",""
"Female","206"
"Male","279"
"","485"
"Level not Stated",""
"Female","7"
"Male","9"
"","16"
"Lower Secondary (Class 6-8)",""
"Female","886"
"Male","1013"
"","1899"
"Non Formal Education",""
"Female","193"
"Male","158"
"","351"
"Others",""
"Female","2"
"Male","3"
"","5"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","36"
"","45"
"Primary Education (1-5 Class)",""
"Female","1913"
"Male","2010"
"","3923"
"Secondary Level (Class 9-10)",""
"Female","518"
"Male","680"
"","1198"
"SLC and Equivalent",""
"Female","212"
"Male","306"
"","518"
