"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","52"
"Male","65"
"","117"
"Bangali",""
"Female","37"
"Male","35"
"","72"
"Baraee",""
"Female","84"
"Male","119"
"","203"
"Bin",""
"Female","100"
"Male","101"
"","201"
"Brahman - Hill",""
"Female","76"
"Male","51"
"","127"
"Brahman - Tarai",""
"Female","153"
"Male","187"
"","340"
"Chamar/ Harijan/ Ram",""
"Female","394"
"Male","399"
"","793"
"Chhetri",""
"Female","8"
"Male","7"
"","15"
"Dalit Others",""
"Female","23"
"Male","20"
"","43"
"Dhobi",""
"Female","477"
"Male","440"
"","917"
"Dhunia",""
"Female","4"
"Male","7"
"","11"
"Dom",""
"Female","8"
"Male","10"
"","18"
"Dusadh/ Pasawan/ Pasi",""
"Female","721"
"Male","754"
"","1475"
"Hajam/Thakur",""
"Female","289"
"Male","318"
"","607"
"Kahar",""
"Female","25"
"Male","22"
"","47"
"Kalwar",""
"Female","489"
"Male","536"
"","1025"
"Kami",""
"Female","9"
"Male","6"
"","15"
"Kanu",""
"Female","1280"
"Male","1415"
"","2695"
"Kayastha",""
"Female","23"
"Male","22"
"","45"
"Koiri/Kushwaha",""
"Female","800"
"Male","878"
"","1678"
"Kumal",""
"Female","13"
"Male","16"
"","29"
"Kumhar",""
"Female","570"
"Male","584"
"","1154"
"Kurmi",""
"Female","2402"
"Male","2464"
"","4866"
"Limbu",""
"Female","13"
"Male","12"
"","25"
"Lohar",""
"Female","323"
"Male","280"
"","603"
"Mali",""
"Female","70"
"Male","93"
"","163"
"Mallaha",""
"Female","62"
"Male","81"
"","143"
"Mewahang Bala",""
"Female","64"
"Male","56"
"","120"
"Musahar",""
"Female","170"
"Male","205"
"","375"
"Musalman",""
"Female","3548"
"Male","3567"
"","7115"
"Natuwa",""
"Female","9"
"Male","11"
"","20"
"Nuniya",""
"Female","106"
"Male","121"
"","227"
"Others",""
"Female","32"
"Male","16"
"","48"
"Sanyasi/Dasnami",""
"Female","71"
"Male","69"
"","140"
"Sonar",""
"Female","23"
"Male","28"
"","51"
"Sunuwar",""
"Female","17"
"Male","13"
"","30"
"Tatma/Tatwa",""
"Female","465"
"Male","447"
"","912"
"Teli",""
"Female","689"
"Male","768"
"","1457"
"Tharu",""
"Female","21"
"Male","24"
"","45"
"Yadav",""
"Female","1972"
"Male","2204"
"","4176"
