"Population by Educational Attainment","Number"
"Beginners",""
"Female","171"
"Male","241"
"","412"
"Graduate and Equivalent",""
"Female","15"
"Male","145"
"","160"
"Intermediate and Equivalent",""
"Female","132"
"Male","402"
"","534"
"Level not Stated",""
"Female","79"
"Male","59"
"","138"
"Lower Secondary (Class 6-8)",""
"Female","584"
"Male","1210"
"","1794"
"Non Formal Education",""
"Female","9"
"Male","14"
"","23"
"Others",""
"Female","35"
"Male","27"
"","62"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","31"
"","34"
"Primary Education (1-5 Class)",""
"Female","1999"
"Male","2971"
"","4970"
"Secondary Level (Class 9-10)",""
"Female","236"
"Male","770"
"","1006"
"SLC and Equivalent",""
"Female","109"
"Male","438"
"","547"
