"Population by Educational Attainment","Number"
"Beginners",""
"Female","282"
"Male","289"
"Graduate and Equivalent",""
"Female","17"
"Male","138"
"Intermediate and Equivalent",""
"Female","103"
"Male","292"
"Level not Stated",""
"Female","55"
"Male","63"
"Lower Secondary (Class 6-8)",""
"Female","474"
"Male","970"
"Non Formal Education",""
"Female","100"
"Male","94"
"Others",""
"Female","292"
"Male","228"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","17"
"Primary Education (1-5 Class)",""
"Female","2260"
"Male","3009"
"Secondary Level (Class 9-10)",""
"Female","213"
"Male","463"
"SLC and Equivalent",""
"Female","162"
"Male","390"
