"Population by Educational Attainment","Number"
"Beginners",""
"Female","219"
"Male","205"
"Graduate and Equivalent",""
"Female","2"
"Male","10"
"Intermediate and Equivalent",""
"Female","25"
"Male","44"
"Level not Stated",""
"Female","2"
"Male","2"
"Lower Secondary (Class 6-8)",""
"Female","395"
"Male","454"
"Non Formal Education",""
"Female","196"
"Male","244"
"Others",""
"Female","6"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","1"
"Primary Education (1-5 Class)",""
"Female","1750"
"Male","1825"
"Secondary Level (Class 9-10)",""
"Female","77"
"Male","167"
"SLC and Equivalent",""
"Female","45"
"Male","109"
