"Population by Mother tongue","Number"
"Avadhi",""
"Female","27648"
"Male","28349"
"","55997"
"Bangla",""
"Female","133"
"Male","245"
"","378"
"Bhojpuri",""
"Female","158623"
"Male","163347"
"","321970"
"Bhujel",""
"Female","93"
"Male","78"
"","171"
"Chhantyal",""
"Female","179"
"Male","156"
"","335"
"Doteli",""
"Female","321"
"Male","331"
"","652"
"English",""
"Female","7"
"Male","4"
"","11"
"Gurung",""
"Female","5828"
"Male","4665"
"","10493"
"Hindi",""
"Female","1808"
"Male","2370"
"","4178"
"Kham",""
"Female","73"
"Male","74"
"","147"
"Kumal",""
"Female","27"
"Male","29"
"","56"
"Limbu",""
"Female","27"
"Male","29"
"","56"
"Magar",""
"Female","19945"
"Male","16739"
"","36684"
"Maithili",""
"Female","15103"
"Male","15950"
"","31053"
"Nepali",""
"Female","169816"
"Male","149980"
"","319796"
"Newar",""
"Female","5921"
"Male","5613"
"","11534"
"Not Reported",""
"Female","293"
"Male","313"
"","606"
"Others",""
"Female","397"
"Male","318"
"","715"
"Punjabi",""
"Female","21"
"Male","20"
"","41"
"Rai",""
"Female","142"
"Male","144"
"","286"
"Rajsthani",""
"Female","124"
"Male","129"
"","253"
"Santhali",""
"Female","34"
"Male","43"
"","77"
"Sherpa",""
"Female","168"
"Male","165"
"","333"
"Sign Language",""
"Female","15"
"Male","27"
"","42"
"Sindhi",""
"Female","12"
"Male","14"
"","26"
"Sunuwar",""
"Female","10"
"Male","14"
"","24"
"Tamang",""
"Female","319"
"Male","338"
"","657"
"Thakali",""
"Female","116"
"Male","109"
"","225"
"Tharu",""
"Female","28497"
"Male","26714"
"","55211"
"Uranw/Urau",""
"Female","36"
"Male","35"
"","71"
"Urdu",""
"Female","11469"
"Male","11019"
"","22488"
