"Population by disability type","Number"
"Blind/low vision",""
"Female","105"
"Male","79"
"","184"
"Deaf/hard of hearing",""
"Female","63"
"Male","62"
"","125"
"Deaf-Blind",""
"Female","10"
"Male","11"
"","21"
"Intellectual disable",""
"Female","3"
"Male","3"
"","6"
"Mental disable",""
"Female","8"
"Male","21"
"","29"
"Multiple disable",""
"Female","23"
"Male","31"
"","54"
"No disability",""
"Female","10302"
"Male","9750"
"","20052"
"Physical",""
"Female","131"
"Male","150"
"","281"
"Speech problem",""
"Female","23"
"Male","49"
"","72"
