"Population by Educational Attainment","Number"
"Beginners",""
"Female","439"
"Male","408"
"","847"
"Graduate and Equivalent",""
"Female","20"
"Male","82"
"","102"
"Intermediate and Equivalent",""
"Female","130"
"Male","321"
"","451"
"Level not Stated",""
"Female","10"
"Male","11"
"","21"
"Lower Secondary (Class 6-8)",""
"Female","1127"
"Male","1595"
"","2722"
"Non Formal Education",""
"Female","426"
"Male","146"
"","572"
"Others",""
"Female","2"
"Male","1"
"","3"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","26"
"","29"
"Primary Education (1-5 Class)",""
"Female","2777"
"Male","3628"
"","6405"
"Secondary Level (Class 9-10)",""
"Female","591"
"Male","922"
"","1513"
"SLC and Equivalent",""
"Female","209"
"Male","320"
"","529"
