"Population by Educational Attainment","Number"
"Beginners",""
"Female","313"
"Male","413"
"","726"
"Graduate and Equivalent",""
"Female","26"
"Male","89"
"","115"
"Intermediate and Equivalent",""
"Female","140"
"Male","379"
"","519"
"Level not Stated",""
"Female","104"
"Male","91"
"","195"
"Lower Secondary (Class 6-8)",""
"Female","685"
"Male","867"
"","1552"
"Non Formal Education",""
"Female","12"
"Male","33"
"","45"
"Others",""
"Female","3"
"Male","0"
"","3"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","51"
"","56"
"Primary Education (1-5 Class)",""
"Female","1350"
"Male","1641"
"","2991"
"Secondary Level (Class 9-10)",""
"Female","359"
"Male","570"
"","929"
"SLC and Equivalent",""
"Female","330"
"Male","705"
"","1035"
