"Population by Educational Attainment","Number"
"Beginners",""
"Female","424"
"Male","431"
"Graduate and Equivalent",""
"Female","6"
"Male","59"
"Intermediate and Equivalent",""
"Female","114"
"Male","314"
"Level not Stated",""
"Female","11"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","879"
"Male","1367"
"Non Formal Education",""
"Female","393"
"Male","251"
"Others",""
"Female","1"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","15"
"Primary Education (1-5 Class)",""
"Female","3475"
"Male","3663"
"Secondary Level (Class 9-10)",""
"Female","286"
"Male","647"
"SLC and Equivalent",""
"Female","119"
"Male","337"
