"Population by Educational Attainment","Number"
"Beginners",""
"Female","135"
"Male","129"
"","264"
"Graduate and Equivalent",""
"Female","12"
"Male","52"
"","64"
"Intermediate and Equivalent",""
"Female","71"
"Male","123"
"","194"
"Level not Stated",""
"Female","11"
"Male","18"
"","29"
"Lower Secondary (Class 6-8)",""
"Female","1155"
"Male","1266"
"","2421"
"Non Formal Education",""
"Female","185"
"Male","110"
"","295"
"Others",""
"Female","5"
"Male","11"
"","16"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","6"
"","7"
"Primary Education (1-5 Class)",""
"Female","2630"
"Male","3151"
"","5781"
"Secondary Level (Class 9-10)",""
"Female","506"
"Male","651"
"","1157"
"SLC and Equivalent",""
"Female","319"
"Male","445"
"","764"
