"Population by Educational Attainment","Number"
"Beginners",""
"Female","1512"
"Male","1588"
"Graduate and Equivalent",""
"Female","256"
"Male","673"
"Intermediate and Equivalent",""
"Female","2103"
"Male","1862"
"Level not Stated",""
"Female","220"
"Male","169"
"Lower Secondary (Class 6-8)",""
"Female","8459"
"Male","9225"
"Non Formal Education",""
"Female","3038"
"Male","2862"
"Others",""
"Female","39"
"Male","48"
"Post Graduate Equivalent and Above",""
"Female","32"
"Male","206"
"Primary Education (1-5 Class)",""
"Female","18804"
"Male","20739"
"Secondary Level (Class 9-10)",""
"Female","4383"
"Male","5302"
"SLC and Equivalent",""
"Female","2995"
"Male","3364"
