"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","10"
"Male","8"
"Badi",""
"Female","83"
"Male","96"
"Bahing",""
"Female","1192"
"Male","994"
"Bin",""
"Female","247"
"Male","210"
"Brahman - Hill",""
"Female","8342"
"Male","7287"
"Chamar/ Harijan/ Ram",""
"Female","13"
"Male","8"
"Chhetri",""
"Female","18266"
"Male","15365"
"Dalit Others",""
"Female","29"
"Male","29"
"Damai/Dholi",""
"Female","2661"
"Male","2203"
"Dhimal",""
"Female","8"
"Male","5"
"Ghale",""
"Female","18"
"Male","13"
"Gharti/Bhujel",""
"Female","1658"
"Male","1481"
"Gurung",""
"Female","1337"
"Male","1037"
"Hajam/Thakur",""
"Female","55"
"Male","59"
"Jirel",""
"Female","8"
"Male","5"
"Kami",""
"Female","3227"
"Male","2767"
"Kanu",""
"Female","383"
"Male","362"
"Koiri/Kushwaha",""
"Female","7"
"Male","5"
"Limbu",""
"Female","21"
"Male","17"
"Magar",""
"Female","9176"
"Male","7380"
"Majhi",""
"Female","573"
"Male","496"
"Marwadi",""
"Female","10"
"Male","9"
"Natuwa",""
"Female","8"
"Male","6"
"Newar",""
"Female","5196"
"Male","4440"
"Nuniya",""
"Female","4"
"Male","9"
"Others",""
"Female","220"
"Male","271"
"Rai",""
"Female","7899"
"Male","6726"
"Samgpang",""
"Female","25"
"Male","24"
"Sanyasi/Dasnami",""
"Female","566"
"Male","473"
"Sarki",""
"Female","2227"
"Male","1987"
"Satar/ Santhal",""
"Female","29"
"Male","29"
"Sherpa",""
"Female","5419"
"Male","4883"
"Sonar",""
"Female","8"
"Male","12"
"Sunuwar",""
"Female","2332"
"Male","2061"
"Tamang",""
"Female","7775"
"Male","6577"
"Teli",""
"Female","0"
"Male","13"
"Terai Others",""
"Female","8"
"Male","6"
"Thakuri",""
"Female","25"
"Male","29"
"Tharu",""
"Female","28"
"Male","38"
"Thulung",""
"Female","49"
"Male","38"
"Undefined Others",""
"Female","76"
"Male","67"
"Yadav",""
"Female","7"
"Male","33"
"Yakkha",""
"Female","22"
"Male","19"
