"Population by Caste Ethinicity","Number"
"Badi",""
"Female","324"
"Male","244"
"","568"
"Bangali",""
"Female","16"
"Male","13"
"","29"
"Brahman - Hill",""
"Female","750"
"Male","961"
"","1711"
"Brahman - Tarai",""
"Female","2"
"Male","11"
"","13"
"Chhetri",""
"Female","11227"
"Male","9166"
"","20393"
"Dalit Others",""
"Female","631"
"Male","448"
"","1079"
"Damai/Dholi",""
"Female","1194"
"Male","938"
"","2132"
"Dusadh/ Pasawan/ Pasi",""
"Female","7"
"Male","7"
"","14"
"Gurung",""
"Female","47"
"Male","46"
"","93"
"Hajam/Thakur",""
"Female","11"
"Male","24"
"","35"
"Halwai",""
"Female","9"
"Male","10"
"","19"
"Kami",""
"Female","1851"
"Male","1421"
"","3272"
"Kathabaniyan",""
"Female","7"
"Male","5"
"","12"
"Kumal",""
"Female","75"
"Male","64"
"","139"
"Limbu",""
"Female","6"
"Male","7"
"","13"
"Lohar",""
"Female","446"
"Male","312"
"","758"
"Magar",""
"Female","98"
"Male","108"
"","206"
"Majhi",""
"Female","74"
"Male","42"
"","116"
"Musalman",""
"Female","13"
"Male","42"
"","55"
"Newar",""
"Female","371"
"Male","370"
"","741"
"Others",""
"Female","25"
"Male","46"
"","71"
"Rai",""
"Female","18"
"Male","23"
"","41"
"Sanyasi/Dasnami",""
"Female","37"
"Male","39"
"","76"
"Sarki",""
"Female","294"
"Male","183"
"","477"
"Sudhi",""
"Female","7"
"Male","6"
"","13"
"Tamang",""
"Female","21"
"Male","20"
"","41"
"Terai Others",""
"Female","21"
"Male","23"
"","44"
"Thakuri",""
"Female","289"
"Male","325"
"","614"
"Tharu",""
"Female","60"
"Male","94"
"","154"
"Yadav",""
"Female","3"
"Male","9"
"","12"
