"Population by Educational Attainment","Number"
"Beginners",""
"Female","180"
"Male","205"
"Graduate and Equivalent",""
"Female","22"
"Male","79"
"Intermediate and Equivalent",""
"Female","119"
"Male","186"
"Level not Stated",""
"Female","20"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","1192"
"Male","1095"
"Non Formal Education",""
"Female","154"
"Male","152"
"Others",""
"Female","7"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","30"
"Primary Education (1-5 Class)",""
"Female","2155"
"Male","2175"
"Secondary Level (Class 9-10)",""
"Female","461"
"Male","467"
"SLC and Equivalent",""
"Female","376"
"Male","426"
