"Population by Educational Attainment","Number"
"Beginners",""
"Female","114"
"Male","117"
"","231"
"Graduate and Equivalent",""
"Female","18"
"Male","130"
"","148"
"Intermediate and Equivalent",""
"Female","156"
"Male","494"
"","650"
"Level not Stated",""
"Female","73"
"Male","90"
"","163"
"Lower Secondary (Class 6-8)",""
"Female","817"
"Male","1597"
"","2414"
"Non Formal Education",""
"Female","81"
"Male","171"
"","252"
"Others",""
"Female","53"
"Male","30"
"","83"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","18"
"","20"
"Primary Education (1-5 Class)",""
"Female","2594"
"Male","3615"
"","6209"
"Secondary Level (Class 9-10)",""
"Female","321"
"Male","865"
"","1186"
"SLC and Equivalent",""
"Female","224"
"Male","764"
"","988"
