"Population by Educational Attainment","Number"
"Beginners",""
"Female","76"
"Male","97"
"","173"
"Graduate and Equivalent",""
"Female","51"
"Male","332"
"","383"
"Intermediate and Equivalent",""
"Female","198"
"Male","490"
"","688"
"Level not Stated",""
"Female","136"
"Male","262"
"","398"
"Lower Secondary (Class 6-8)",""
"Female","1083"
"Male","1427"
"","2510"
"Non Formal Education",""
"Female","42"
"Male","45"
"","87"
"Others",""
"Female","4"
"Male","13"
"","17"
"Post Graduate Equivalent and Above",""
"Female","17"
"Male","106"
"","123"
"Primary Education (1-5 Class)",""
"Female","2205"
"Male","2667"
"","4872"
"Secondary Level (Class 9-10)",""
"Female","531"
"Male","1057"
"","1588"
"SLC and Equivalent",""
"Female","381"
"Male","915"
"","1296"
