"Population by Caste Ethinicity","Number"
"Amat",""
"Female","131"
"Male","130"
"","261"
"Badhaee",""
"Female","100"
"Male","99"
"","199"
"Bantar/Sardar",""
"Female","41"
"Male","44"
"","85"
"Baraee",""
"Female","574"
"Male","550"
"","1124"
"Bin",""
"Female","425"
"Male","333"
"","758"
"Brahman - Hill",""
"Female","88"
"Male","123"
"","211"
"Brahman - Tarai",""
"Female","945"
"Male","1036"
"","1981"
"Chamar/ Harijan/ Ram",""
"Female","615"
"Male","580"
"","1195"
"Chhetri",""
"Female","15"
"Male","8"
"","23"
"Dhankar/ Dharikar",""
"Female","9"
"Male","15"
"","24"
"Dhanuk",""
"Female","1099"
"Male","1032"
"","2131"
"Dhobi",""
"Female","66"
"Male","63"
"","129"
"Dhunia",""
"Female","54"
"Male","36"
"","90"
"Dusadh/ Pasawan/ Pasi",""
"Female","1149"
"Male","1118"
"","2267"
"Gaderi/Bhedihar",""
"Female","56"
"Male","43"
"","99"
"Hajam/Thakur",""
"Female","203"
"Male","198"
"","401"
"Halkhor",""
"Female","10"
"Male","11"
"","21"
"Halwai",""
"Female","218"
"Male","208"
"","426"
"Kalwar",""
"Female","53"
"Male","57"
"","110"
"Kami",""
"Female","87"
"Male","92"
"","179"
"Kathabaniyan",""
"Female","37"
"Male","54"
"","91"
"Kayastha",""
"Female","20"
"Male","29"
"","49"
"Kewat",""
"Female","1855"
"Male","1787"
"","3642"
"Khatwe",""
"Female","669"
"Male","646"
"","1315"
"Koiri/Kushwaha",""
"Female","54"
"Male","49"
"","103"
"Kumhar",""
"Female","352"
"Male","409"
"","761"
"Kurmi",""
"Female","29"
"Male","28"
"","57"
"Lohar",""
"Female","8"
"Male","5"
"","13"
"Magar",""
"Female","9"
"Male","5"
"","14"
"Mallaha",""
"Female","539"
"Male","561"
"","1100"
"Musahar",""
"Female","378"
"Male","407"
"","785"
"Musalman",""
"Female","2010"
"Male","1895"
"","3905"
"Natuwa",""
"Female","49"
"Male","52"
"","101"
"Nuniya",""
"Female","65"
"Male","55"
"","120"
"Others",""
"Female","28"
"Male","16"
"","44"
"Punjabi/Sikh",""
"Female","30"
"Male","41"
"","71"
"Rajput",""
"Female","54"
"Male","54"
"","108"
"Sanyasi/Dasnami",""
"Female","33"
"Male","34"
"","67"
"Sherpa",""
"Female","4"
"Male","7"
"","11"
"Sonar",""
"Female","75"
"Male","77"
"","152"
"Sudhi",""
"Female","479"
"Male","532"
"","1011"
"Sunuwar",""
"Female","9"
"Male","9"
"","18"
"Tatma/Tatwa",""
"Female","1005"
"Male","965"
"","1970"
"Teli",""
"Female","467"
"Male","523"
"","990"
"Terai Others",""
"Female","546"
"Male","506"
"","1052"
"Yadav",""
"Female","1468"
"Male","1433"
"","2901"
"Yakkha",""
"Female","43"
"Male","58"
"","101"
