"Population by Educational Attainment","Number"
"Beginners",""
"Female","930"
"Male","1159"
"Graduate and Equivalent",""
"Female","335"
"Male","545"
"Intermediate and Equivalent",""
"Female","1278"
"Male","1393"
"Level not Stated",""
"Female","148"
"Male","124"
"Lower Secondary (Class 6-8)",""
"Female","5631"
"Male","5676"
"Non Formal Education",""
"Female","1182"
"Male","855"
"Others",""
"Female","21"
"Male","20"
"Post Graduate Equivalent and Above",""
"Female","67"
"Male","242"
"Primary Education (1-5 Class)",""
"Female","8679"
"Male","9911"
"Secondary Level (Class 9-10)",""
"Female","2979"
"Male","2841"
"SLC and Equivalent",""
"Female","3665"
"Male","3516"
