"Population by Mother tongue","Number"
"Avadhi",""
"Female","24"
"Male","23"
"Bantawa",""
"Female","13"
"Male","11"
"Belhare",""
"Female","169"
"Male","163"
"Bhojpuri",""
"Female","65"
"Male","125"
"Bote",""
"Female","762"
"Male","632"
"Chhantyal",""
"Female","90"
"Male","60"
"Dolpali",""
"Female","860"
"Male","754"
"Doteli",""
"Female","4"
"Male","8"
"English",""
"Female","9"
"Male","6"
"Gurung",""
"Female","2151"
"Male","1839"
"Hindi",""
"Female","341"
"Male","461"
"Jumli",""
"Female","8"
"Male","9"
"Kaike",""
"Female","9"
"Male","8"
"Kham",""
"Female","1155"
"Male","1167"
"Khamchi (Raute)",""
"Female","35"
"Male","31"
"Limbu",""
"Female","8"
"Male","9"
"Magar",""
"Female","16843"
"Male","15491"
"Maithili",""
"Female","256"
"Male","516"
"Nepali",""
"Female","766324"
"Male","720843"
"Newar",""
"Female","398"
"Male","390"
"Not Reported",""
"Female","212"
"Male","165"
"Others",""
"Female","496"
"Male","947"
"Rai",""
"Female","17"
"Male","12"
"Raji",""
"Female","504"
"Male","475"
"Sherpa",""
"Female","1515"
"Male","1377"
"Sign Language",""
"Female","68"
"Male","98"
"Tamang",""
"Female","5631"
"Male","5229"
"Thakali",""
"Female","14"
"Male","16"
"Tharu",""
"Female","3069"
"Male","2777"
"Urdu",""
"Female","251"
"Male","299"
