"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","2783"
"Male","2629"
"Bangali",""
"Female","25"
"Male","16"
"Baraee",""
"Female","8"
"Male","12"
"Bhote",""
"Female","531"
"Male","533"
"Bote",""
"Female","16"
"Male","13"
"Brahman - Hill",""
"Female","66263"
"Male","63469"
"Brahman - Tarai",""
"Female","20"
"Male","28"
"Byasi/Sauka",""
"Female","1248"
"Male","1213"
"Chamar/ Harijan/ Ram",""
"Female","36"
"Male","34"
"Chhantyal/Chhantel",""
"Female","139"
"Male","115"
"Chhetri",""
"Female","335271"
"Male","315863"
"Dalit Others",""
"Female","2061"
"Male","2106"
"Damai/Dholi",""
"Female","32166"
"Male","30031"
"Dhobi",""
"Female","45"
"Male","55"
"Dolpo",""
"Female","2137"
"Male","1922"
"Gaine",""
"Female","506"
"Male","479"
"Gharti/Bhujel",""
"Female","138"
"Male","127"
"Gurung",""
"Female","5766"
"Male","5036"
"Hajam/Thakur",""
"Female","16"
"Male","28"
"Halwai",""
"Female","50"
"Male","70"
"Jirel",""
"Female","17"
"Male","15"
"Kalwar",""
"Female","6"
"Male","18"
"Kami",""
"Female","128065"
"Male","119705"
"Kathabaniyan",""
"Female","53"
"Male","81"
"Kayastha",""
"Female","4"
"Male","7"
"Kumal",""
"Female","825"
"Male","779"
"Kurmi",""
"Female","7"
"Male","10"
"Limbu",""
"Female","19"
"Male","20"
"Lohar",""
"Female","1068"
"Male","1109"
"Magar",""
"Female","88155"
"Male","81135"
"Majhi",""
"Female","177"
"Male","165"
"Mallaha",""
"Female","5"
"Male","7"
"Marwadi",""
"Female","8"
"Male","3"
"Musahar",""
"Female","18"
"Male","11"
"Musalman",""
"Female","1293"
"Male","1436"
"Newar",""
"Female","2463"
"Male","2212"
"Others",""
"Female","1182"
"Male","1304"
"Rai",""
"Female","157"
"Male","154"
"Rajdhob",""
"Female","19"
"Male","20"
"Raji",""
"Female","663"
"Male","605"
"Raute",""
"Female","35"
"Male","31"
"Sanyasi/Dasnami",""
"Female","13697"
"Male","12645"
"Sarki",""
"Female","21180"
"Male","19949"
"Sherpa",""
"Female","17"
"Male","10"
"Sonar",""
"Female","25"
"Male","21"
"Tamang",""
"Female","6832"
"Male","6368"
"Teli",""
"Female","131"
"Male","145"
"Terai Others",""
"Female","570"
"Male","498"
"Thakali",""
"Female","84"
"Male","67"
"Thakuri",""
"Female","81782"
"Male","78367"
"Thami",""
"Female","31"
"Male","27"
"Tharu",""
"Female","3453"
"Male","3194"
"Undefined Others",""
"Female","11"
"Male","12"
"Yadav",""
"Female","24"
"Male","32"
